Run,Detector,Yield,Yield err,Area,Area err,sig1,X2NDF,IsValid,Status,Q_int
run_0120,det3,0.0166601,0.000230092,11957.9,165.149,8.18744,1.42897,1,0,717754
run_0120,det4,0.0171433,0.000238471,12304.7,171.163,8.23487,1.34037,1,0,717754
run_0120,det5,0.0181947,0.000249656,13059.4,179.192,8.81829,1.02417,1,0,717754
run_0120,det6,0.018249,0.000242637,13098.3,174.153,8.10482,1.02813,1,0,717754
run_0120,det7,0.0174225,0.00023949,12505.1,171.895,8.07669,1.1262,1,0,717754
run_0120,det8,0.0175341,0.000231044,12585.2,165.833,7.96966,1.12209,1,0,717754
run_0120,det9,0.0175027,0.000222151,12562.7,159.45,7.54594,0.852299,1,0,717754
run_0120,det10,0.00753883,0.00020691,5411.02,148.511,8.63431,1.29752,1,0,717754
run_0120,det11,0.013988,0.000243806,10040,174.993,9.44713,0.71004,1,0,717754
run_0120,det12,0.0186588,0.000243029,13392.4,174.435,7.81968,1.22491,1,0,717754
run_0121,det0,0.0185895,0.000254713,11100.1,152.093,7.59007,0.920932,1,0,597114
run_0121,det1,0.0178611,0.000271544,10665.1,162.143,8.05343,1.25101,1,0,597114
run_0121,det2,0.00685207,0.000194257,4091.47,115.994,7.88806,1.28952,1,0,597114
run_0121,det3,0.0170405,0.000252726,10175.1,150.906,8.17648,1.1872,1,0,597114
run_0121,det4,0.017296,0.000256265,10327.7,153.019,8.31023,1.24351,1,0,597114
run_0121,det5,0.0178966,0.00027094,10686.3,161.782,8.60052,0.857763,1,0,597114
run_0121,det6,0.0180384,0.00025788,10771,153.984,8.03352,1.22177,1,0,597114
run_0121,det7,0.0175927,0.000264649,10504.9,158.026,8.26638,0.858215,1,0,597114
run_0121,det8,0.0175705,0.000254581,10491.6,152.014,7.89605,0.912314,1,0,597114
run_0121,det9,0.0178468,0.000246604,10656.6,147.251,7.72373,1.26946,1,0,597114
